author,authorLabel,pubCount
https://database.factgrid.de/entity/Q398223,Jan Oliver Rüdiger,3
https://database.factgrid.de/entity/Q398488,Oliver Schmid,3
https://database.factgrid.de/entity/Q989327,Katrin Henzel,3
https://database.factgrid.de/entity/Q398290,Antje Schmidt,3
https://database.factgrid.de/entity/Q398734,Bastian Entrup,3
https://database.factgrid.de/entity/Q398443,Christine Ivanovic,3
https://database.factgrid.de/entity/Q989538,Christoph Steindl,3
https://database.factgrid.de/entity/Q989321,Fynn Petersen-Frey,3
https://database.factgrid.de/entity/Q989336,Daniil Skorinkin,3
https://database.factgrid.de/entity/Q989346,Hans Ole Hatzel,3
https://database.factgrid.de/entity/Q989325,Julian Häußler,3
https://database.factgrid.de/entity/Q989429,Maximilian Kristen,3
https://database.factgrid.de/entity/Q1380222,Eric Müller-Budack,3
https://database.factgrid.de/entity/Q989339,Pascal Hein,3
https://database.factgrid.de/entity/Q989420,Markus Gärtner,3
https://database.factgrid.de/entity/Q989338,Elena Suárez Cronauer,3
https://database.factgrid.de/entity/Q1380428,Jonas Rohe,3
https://database.factgrid.de/entity/Q1380188,Natalie Kraneiß,3
https://database.factgrid.de/entity/Q635968,Viktor Illmer,3
https://database.factgrid.de/entity/Q989359,Janos Borst,3
https://database.factgrid.de/entity/Q949081,Etienne Posthumus,3
https://database.factgrid.de/entity/Q1380178,Nils Kellner,3
https://database.factgrid.de/entity/Q1380203,Marc Lemke,3
https://database.factgrid.de/entity/Q1380226,Christopher Nunn,3
https://database.factgrid.de/entity/Q1380264,Julian Schröter,3
https://database.factgrid.de/entity/Q1380300,Larissa Will,3
https://database.factgrid.de/entity/Q499855,Tabea Tietz,3
https://database.factgrid.de/entity/Q396393,Arnošt Štanzel,2
https://database.factgrid.de/entity/Q396398,Edin Mahmutovic,2
https://database.factgrid.de/entity/Q396605,Roman Bleier,2
https://database.factgrid.de/entity/Q398790,Anne Lorenz,2
https://database.factgrid.de/entity/Q396410,Eva Maria Holly,2
https://database.factgrid.de/entity/Q396614,Thorsten Halling,2
https://database.factgrid.de/entity/Q396615,Hannes Schnaitter,2
https://database.factgrid.de/entity/Q396617,Georg Rehm,2
https://database.factgrid.de/entity/Q396618,Heiner Fangerau,2
https://database.factgrid.de/entity/Q396415,Stephanie Brandl,2
https://database.factgrid.de/entity/Q396416,David Lassner,2
https://database.factgrid.de/entity/Q396628,Christopher Pietsch,2
https://database.factgrid.de/entity/Q396430,Linda Freyberg,2
